id,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,keyphrase,wordCount,pageCount,outputFormat
http://www.jstor.org/stable/855545,Review Article,Music & Letters,1947,10.2307/855545,article,book-review,jstor,,1947-04-01,2,28,http://www.jstor.org/stable/855545,E. L.; Dmitri Kabalevsky,Oxford University Press,eng,196,196,,boosey hawkes; sonatina; composers; dmitri sonatina; hawkes london; rhapsodic poeme; boosey hawkes london; violin; soviet music; brahmss playful,473,1,unigrams; bigrams; trigrams
http://www.jstor.org/stable/746756,"Musorgsky vs. Musorgsky: The Versions of ""Boris Godunov""",19th-Century Music,1984,10.2307/746756,article,research-article,jstor,,1984-10-01,2,8,http://www.jstor.org/stable/746756,Richard Taruskin,University of California Press,eng,91,118,,boris godunov; terem scene; version; pushkins; vocal score; basils; richard taruskin; boriss; basils scene; scenes,18707,28,unigrams; bigrams; trigrams
http://www.jstor.org/stable/27720439,"Decadent Truncation: Liberated Eros in Arthur Vincent Lourié's ""The Blackamoor of Peter the Great""",Cambridge Opera Journal,2008,10.2307/27720439,article,research-article,jstor,,2008-07-01,2,20,http://www.jstor.org/stable/27720439,Klára Móricz,Cambridge University Press,eng,181,213,,pushkins; arap petra; russian; vincent louri; symbolist; ibrahim; peter the great; libretto; decadent truncation; pushkins story,16767,33,unigrams; bigrams; trigrams
http://www.jstor.org/stable/937747,Books Received,The Musical Times,1955,10.2307/937747,article,misc,jstor,,1955-04-01,1346,96,http://www.jstor.org/stable/937747,,Musical Times Publications Ltd.,eng,197,197,,janacek; composers; hindemith; composers khachaturyan; faures keyboard; marion scott; gorer enthusiastically; chatto windus; ravels; debussy ascribes,917,1,unigrams; bigrams; trigrams
http://www.jstor.org/stable/26417250,Publications Received,Journal of the American Musicological Society,2016,10.2307/26417250,article,misc,jstor,,2016-04-01,1,69,http://www.jstor.org/stable/26417250,,University of California Press,eng,288,293,,university; rochester; london bloomsbury; eastman studies; indianapolis indiana; cambridge; music rochester; recent researches; urbana chicago; york cambridge,2549,6,unigrams; bigrams; trigrams
http://www.jstor.org/stable/948807,Reports from the Provinces,The Musical Times,1962,10.2307/948807,article,research-article,jstor,,1962-05-01,1431,103,http://www.jstor.org/stable/948807,,Musical Times Publications Ltd.,eng,324,328,,delius; orchestra; tamerlane; symphony; choral; musical; concerto; bayezid; handels; cornelius cardew,4560,5,unigrams; bigrams; trigrams
http://www.jstor.org/stable/742453,Back Matter,The Musical Quarterly,1997,10.2307/742453,article,misc,jstor,,1997-04-01,1,81,http://www.jstor.org/stable/742453,,Oxford University Press,eng,139,140,,musical; musical examples; minutes score; composers; richard taruskin; taruskin; flute clarinet; clarinet; university; harwood academic,6157,21,unigrams; bigrams; trigrams
http://www.jstor.org/stable/3018511,Review Article,International Affairs (Royal Institute of International Affairs 1944-),1949,10.2307/3018511,article,book-review,jstor,,1949-10-01,4,25,http://www.jstor.org/stable/3018511,Ralph Poston; Alexander Werth,Wiley,eng,536,536,,alexander werth; shostakovich prokofiev; communist party; leading musicians; zhdanov; music shostakovich; unhindered ralph; zhdanov met; ralph poston; werth deserves,264,1,unigrams; bigrams; trigrams
http://www.jstor.org/stable/3389705,Back Matter,Music Educators Journal,1961,10.2307/3389705,article,misc,jstor,,1961-11-01,2,48,http://www.jstor.org/stable/3389705,,"Sage Publications, Inc.",eng,62,113,,music educators; nineteen sixty; orchestra; summy birchard; educators national; president; musical; carols; symphony orchestra; yuletide carols,7765,21,unigrams; bigrams; trigrams
http://www.jstor.org/stable/933010,Review Article,The Musical Times,1946,10.2307/933010,article,book-review,jstor,,1946-06-01,1240,87,http://www.jstor.org/stable/933010,W. McN.; L. D. Gibbin,Musical Times Publications Ltd.,eng,173,174,,koechlin; gibbin; musical; violin sonata; pianists; orrey earns; longand donts; subtlest inflections; donts necked; orrey mentions,2088,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/921093,Academy and College Notes,The Musical Times,1943,10.2307/921093,article,misc,jstor,,1943-07-01,1205,84,http://www.jstor.org/stable/921093,,Musical Times Publications Ltd.,eng,221,222,,symphony; saint saenss; concert; violin; beethovens; orchestra; piano concerto; chamber concert; symphony orchestra; musical,2275,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/746515,"Musorgsky vs. Musorgsky: The Versions of ""Boris Godunov"" (II)",19th-Century Music,1985,10.2307/746515,article,research-article,jstor,,1985-04-01,3,8,http://www.jstor.org/stable/746515,Richard Taruskin,University of California Press,eng,245,272,,boris godunov; recitative; polish act; richard taruskin; inn scene; pushkin; terem scene; chorus; musical; taruskin musorgsky,19197,28,unigrams; bigrams; trigrams
http://www.jstor.org/stable/939426,Music Received,Notes,1979,10.2307/939426,article,misc,jstor,,1979-03-01,3,35,http://www.jstor.org/stable/939426,Ruth Wanatabe,Music Library Association,eng,733,749,,timp perc; boosey; barenreiter; perc harp; songs including; schirmer; peters; price cited; musica; violoncello,9540,17,unigrams; bigrams; trigrams
http://www.jstor.org/stable/830429,Publications Received,Journal of the American Musicological Society,1966,10.2307/830429,article,misc,jstor,,1966-10-01,3,19,http://www.jstor.org/stable/830429,,University of California Press,eng,409,411,,vereniging voor; voor nederlandse; amsterdam vereniging; vereniging voor nederlandse; amsterdam vereniging voor; nederlandse muziekgeschiedenis; voor nederlandse muziekgeschiedenis; musica neerlandica; johann; laurence boulay,1582,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/855550,Review Article,Music & Letters,1947,10.2307/855550,article,book-review,jstor,,1947-04-01,2,28,http://www.jstor.org/stable/855550,I. K.; Mozart; Harold Perry,Oxford University Press,eng,198,198,,boosey hawkes; purcell; hawkes london; boosey hawkes london; incredible graces; golden sonata; britten; prokofiev sergey; sergey gavotte; britten boosey,544,1,unigrams; bigrams; trigrams
http://www.jstor.org/stable/26892504,"We Are Building Capitalism! Moscow in Transition, 1992–1997",Slavic Review,2019,10.2307/26892504,article,book-review,jstor,,2019-12-01,4,78,http://www.jstor.org/stable/26892504,Mary McAuley; Robert Stephenson,Cambridge University Press,eng,1106,1107,,postcards; moscow; messiaen; soviet; government postcards; moei zhizni; robert stephenson; photographs; soviet music; postcard repackaged,1198,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/937278,Editor's Notes,The Musical Times,1955,10.2307/937278,article,misc,jstor,,1955-07-01,1349,96,http://www.jstor.org/stable/937278,,Musical Times Publications Ltd.,eng,353,354,,rainier; priaulx rainier; musicians; shostakovichs; howick; queens hall; symphony; australian singers; nicknamed tarzans; sydney opera,1903,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/40921079,The Rise of Slavonic Opera,New Zealand Slavonic Journal,1978,10.2307/40921079,article,research-article,jstor,,1978-01-01,2,,http://www.jstor.org/stable/40921079,GERALD SEAMAN,Australia and New Zealand Slavists’ Association,eng,1,16,,operas; composers; ukrainian; musical; warsaw; russian; theatre; boris godunov; polish; prague,7196,16,unigrams; bigrams; trigrams
http://www.jstor.org/stable/1575663,L. S. Termen: Faustus of the Twentieth Century,Leonardo,1991,10.2307/1575663,article,research-article,jstor,,1991-01-01,5,24,http://www.jstor.org/stable/1575663,Bulat M. Galeyev,The MIT Press,eng,573,579,,termen; termen faustus; moscow; instrument; instruments moscow; musical; electronic musical; moscow znanie; clara rockmore; lev termen,5937,7,unigrams; bigrams; trigrams
http://www.jstor.org/stable/944849,Front Matter,Tempo,1989,10.2307/944849,article,misc,jstor,,1989-03-01,168,,http://www.jstor.org/stable/944849,,Cambridge University Press,eng,1,50,,concerto; ref anms; antal dorati; concerto grosso; boosey hawkes; calum macdonald; symphony; wilfrid mellers; hawkes music; harmonia mundi,3617,10,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2493597,Review Article,Slavic Review,1971,10.2307/2493597,article,book-review,jstor,,1971-09-01,3,30,http://www.jstor.org/stable/2493597,Malcolm H. Brown; Stanley D. Krebs,"Association for Slavic, East European, and Eurasian Studies",eng,699,700,,soviet music; prokofiev; sergei prokofiev; soviet composers; patronymic ivanovna; juan codina; myra mendelson; accompanied prokofiev; krebs accomplishes; linguist composer,719,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/j.ctt21h4wh9,All the Same The Words Don't Go Away,,2011,10.2307/j.ctt21h4wh9,book,book,jstor,,2011-01-01,,,http://www.jstor.org/stable/j.ctt21h4wh9,Caryl Emerson; Lazar Fleishman; David Bethea,Academic Studies Press,eng,,,"Brighton, MA, USA",bakhtin; dostoevsky; vadim liapunov; polyphony; carnivalesque introducing; philosophical essays; russian; answerability; early philosophical; michael holquist,200482,,unigrams; bigrams; trigrams; fullText
http://www.jstor.org/stable/25551959,Prokofiev Goes West,Fortnight,1989,10.2307/25551959,article,research-article,jstor,,1989-05-01,273,,http://www.jstor.org/stable/25551959,Judith Jennings,Fortnight Publications Ltd.,eng,25,26,,alexeev; dmitri alexeev; frequent visitor; dismissive flicks; karajan implying; soloists effortless; pianist dimitri; mikhail gorbachev; muscovite pianist; momentum explosively,426,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24615842,BOOKS RECEIVED,The Musical Times,2015,10.2307/24615842,article,misc,jstor,,2015-12-01,1933,156,http://www.jstor.org/stable/24615842,,Musical Times Publications Ltd.,eng,118,118,,plumbago books; musical modernism; dario sarlo; aisling kenny; proksch reviving; wollenberg edd; leonora saavedra; castrato composer; stravinsky nadia; titon edd,356,1,unigrams; bigrams; trigrams
http://www.jstor.org/stable/26860156,Music and the Making of the Cosmonaut Everyman,The Journal of Musicology,2019,10.2307/26860156,article,research-article,jstor,,2019-10-01,4,36,http://www.jstor.org/stable/26860156,GABRIELLE CORNISH,University of California Press,eng,464,497,,soviet; gagarin; new soviet; soviet person; space race; cosmos; ogonek; goluboi ogonek; soviet space; space program,12761,34,unigrams; bigrams; trigrams
http://www.jstor.org/stable/43212832,LATE- AND POST-SOVIET MUSIC SCHOLARSHIP AND THE TENACIOUS ECUMENICITY OF CHRISTIAN MUSICS IN ESTONIA,Journal of Baltic Studies,2008,10.2307/43212832,article,research-article,jstor,,2008-09-01,3,39,http://www.jstor.org/stable/43212832,Jeffers Engelhardt,"Taylor & Francis, Ltd.",eng,239,262,,estonian; christian musics; tallinn eesti; ecumenicity; estonian music; orthodox; folk hymnody; slaven nash; hymnody; kol slaven,9593,24,unigrams; bigrams; trigrams
http://www.jstor.org/stable/920910,Academy and College Notes,The Musical Times,1943,10.2307/920910,article,misc,jstor,,1943-06-01,1204,84,http://www.jstor.org/stable/920910,,Musical Times Publications Ltd.,eng,189,190,,musical times; pianist; orchestra; competition judged; recital; concert; violin; piano recital; college; sonata,1917,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/922844,Music in the U. S. S. R.,The Musical Times,1937,10.2307/922844,article,research-article,jstor,,1937-06-01,1132,78,http://www.jstor.org/stable/922844,Norman Demuth,Musical Times Publications Ltd.,eng,549,550,,composers; soviet composers; artificially debars; norman demuth; formalism converting; idioms soviet; crude naturalism; honoured artist; thousand roubles; composers comprises,333,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/1575656,Some Notes about Soviet Computer Music,Leonardo,1991,10.2307/1575656,article,research-article,jstor,,1991-01-01,5,24,http://www.jstor.org/stable/1575656,Mark Rais,The MIT Press,eng,535,539,,computer music; composers; musical; soviet computer; soviet; moscow; electronic music; compositions; computer composers; muzyka,5805,5,unigrams; bigrams; trigrams
http://www.jstor.org/stable/45367499,'The Most Contemporary Art': Sergei Prokofiev and Soviet Film,Studies in Comparative Communism,1984,10.2307/45367499,article,research-article,jstor,,1984-01-01,3/4,17,http://www.jstor.org/stable/45367499,Harlow Robinson,,eng,203,218,,prokofiev; eisenstein; sergei prokofiev; nevsky; soviet; aleksandr nevsky; kotovsky; soviet film; prokofiev wrote; prokofiev materiały,9617,16,unigrams; bigrams; trigrams
http://www.jstor.org/stable/937710,Mahler as a Song Writer,The Musical Times,1956,10.2307/937710,article,research-article,jstor,,1956-07-01,1361,97,http://www.jstor.org/stable/937710,Henry Raynor,Musical Times Publications Ltd.,eng,352,354,,mahler; orchestral; symphonies; melodic; melodic line; stanza; musical; rhythmic; irdische leben; linden duft,2586,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/919582,Union of Graduates in Music,The Musical Times,1935,10.2307/919582,article,misc,jstor,,1935-06-01,1108,76,http://www.jstor.org/stable/919582,,Musical Times Publications Ltd.,eng,560,560,,donald tovey; festival; sir donald; moore miss; dan godfrey; apprenti sorcier; musical times; revelry bardic; calvocoressi; aged seventy,1236,1,unigrams; bigrams; trigrams
http://www.jstor.org/stable/953262,Copland's View,The Musical Times,1969,10.2307/953262,article,book-review,jstor,,1969-08-01,1518,110,http://www.jstor.org/stable/953262,Peter Dickinson; Aaron Copland,Musical Times Publications Ltd.,eng,840,840,,copland; strauss scriabin; coplands benevolent; folksong israels; coplands conscience; israeli; israeli folksong; jazz musicals; listener debussy; dallapiccola carter,582,1,unigrams; bigrams; trigrams
http://www.jstor.org/stable/3185868,Review Article,Slavic Review,2003,10.2307/3185868,article,book-review,jstor,,2003-10-01,3,62,http://www.jstor.org/stable/3185868,Marina Balina; Mirjam Goller; Georg Witte,"Association for Slavic, East European, and Eurasian Studies",eng,638,640,,minimalism; mirjam goller; russian; georg witte; palamas; russian culture; barlaam; russian poetry; aleksandr sokurov; russian spirituality,1987,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/1003994,Volume Information,The Musical Times,1995,10.2307/1003994,article,misc,jstor,,1995-03-01,1825,136,http://www.jstor.org/stable/1003994,,Musical Times Publications Ltd.,eng,i,xii,,concerto; string quartet; symphony; various; chamber music; violin concerto; wilfrid mellers; festival; musical; contemporary music,13046,12,unigrams; bigrams; trigrams
http://www.jstor.org/stable/41179247,SHOSTAKOVICH AND THE PURSUIT OF THE COMMON GOOD: A Musical Contribution to Civic Republicanism,Soundings: An Interdisciplinary Journal,2009,10.2307/41179247,article,research-article,jstor,,2009-10-01,3/4,92,http://www.jstor.org/stable/41179247,David B. Greene,Penn State University Press,eng,239,257,,shostakovichs; common good; shostakovichs music; civic republicanism; pursuit; soundings david; socialist; fifth symphony; symphony; liberal,7959,19,unigrams; bigrams; trigrams
http://www.jstor.org/stable/850148,Bulgarian Folk Music Research,Ethnomusicology,1969,10.2307/850148,article,research-article,jstor,,1969-05-01,2,13,http://www.jstor.org/stable/850148,Barbara Krader,University of Illinois Press,eng,248,266,,bulgarian; bulgarian folk; krader bulgarian; bulgarian folk music; folksongs; narodni pesni; narodna muzika; krader bulgarian folk; elena stoin; vasil stoin,8175,19,unigrams; bigrams; trigrams
http://www.jstor.org/stable/20532870,Russian Music and Nationalism from Glinka to Stalin,Music & Letters,2009,10.2307/20532870,article,book-review,jstor,,2009-02-01,1,90,http://www.jstor.org/stable/20532870,Pauline Fairclough; Marina Frolova-Walker,Oxford University Press,eng,126,129,,frolova walker; russian; russian music; marina frolova; composers; taruskin; oriental; soviet; oxford companion; prince igor,2156,4,unigrams; bigrams; trigrams
http://www.jstor.org/stable/949112,London Diary for August,The Musical Times,1962,10.2307/949112,article,misc,jstor,,1962-07-01,1433,103,http://www.jstor.org/stable/949112,,Musical Times Publications Ltd.,eng,509,512,,promenade concert; festival ballet; royal festival; festival hall; concerto; symphony; royal albert; albert hall; concert bbc; royal festival hall,2764,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/43616534,IMC Congress in Moscow / IMC-Kongreß in Moskau / Le Congrès du CIM à Moscou,The World of Music,1971,10.2307/43616534,article,misc,jstor,,1971-01-01,4,13,http://www.jstor.org/stable/43616534,H. H. STUCKENSCHMIDT,Florian Noetzel GmbH Verlag,eng; fre; ger,48,54,,musique; yehudi menuhin; congrès; zofia lissa; orrego salas; musical; narayana menon; juan orrego; groupe; sektion,5876,7,unigrams; bigrams; trigrams
http://www.jstor.org/stable/900435,Review Article,Notes,1999,10.2307/900435,article,book-review,jstor,,1999-03-01,3,55,http://www.jstor.org/stable/900435,Paul Orgel; Dmitry Paperno,Music Library Association,eng,672,674,,paperno; soviet; minturns; dmitry paperno; moscow conservatory; moscow pianist; russian; composers; piano faculty; sixth symphonies,2142,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/939662,Review Article,Notes,1979,10.2307/939662,article,book-review,jstor,,1979-06-01,4,35,http://www.jstor.org/stable/939662,David Burge; Barton McLean; Seymour Shifrin; Robert Helps; Richard Blackford; Jan Rääts; Luise Vosgerchian; Tom Sivak,Music Library Association,eng,991,992,,seymour shifrin; taped sounds; composer; richard blackford; toccata; solo piano; tone clusters; weinberger boosey; notation; keyboard,1277,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/737520,Blindheit als Schutz vor der Wahrheit: Aufzeichnungen eines Beteiligten zu Musik und Musikleben in der ehemaligen Sowjetunion,Music & Letters,1997,10.2307/737520,article,book-review,jstor,,1997-02-01,1,78,http://www.jstor.org/stable/737520,David Fanning; Daniel Shitomirski [Daniil Zhitomirsky],Oxford University Press,eng,123,126,,shostakovich; soviet; glasnost; soviet musicology; soviet music; moscow; post glasnost; proletarian; ernst kuhn; sovetskaya muzika,2142,4,unigrams; bigrams; trigrams
http://www.jstor.org/stable/950851,Opera,The Musical Times,1961,10.2307/950851,article,book-review,jstor,,1961-06-01,1420,102,http://www.jstor.org/stable/950851,Arthur Jacobs; Mozart; John Coombs,Musical Times Publications Ltd.,eng,377,377,,soviet editions; miniature score; string quartet; quartet; musica rara; mozart; partita; sonatine champetre; david farquhar; tchaikovsky glinka,1118,1,unigrams; bigrams; trigrams
http://www.jstor.org/stable/20780472,Publications Received,The Slavonic and East European Review,2010,10.2307/20780472,article,misc,jstor,,2010-07-01,3,88,http://www.jstor.org/stable/20780472,,Modern Humanities Research Association,eng,592,598,,paperback; kirjallisuuden seura; seura helsinki; suomalaisen kirjallisuuden; sagner munich; otto sagner; price unknown; suomalaisen kirjallisuuden seura; kirjallisuuden seura helsinki; facultas philosophica,3575,7,unigrams; bigrams; trigrams
http://www.jstor.org/stable/3394116,Vanett Lawler: Woman of Uncommon Gifts,Music Educators Journal,1972,10.2307/3394116,article,research-article,jstor,,1972-09-01,1,59,http://www.jstor.org/stable/3394116,Charles L. Gary,"Sage Publications, Inc.",eng,78,79,,vanett lawler; buttelman; music education; music educators; memorial fund; moscow ussr; executive secretary; miss lawler; jouett shouse; clifford buttelman,1203,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/23345030,"Such Freedom, If Only Musical: Unofficial Soviet Music during the Thaw",The Slavic and East European Journal,2010,10.2307/23345030,article,book-review,jstor,,2010-04-01,1,54,http://www.jstor.org/stable/23345030,Gregory Myers; Peter J. Schmelz,American Association of Teachers of Slavic and East European Languages,eng,203,204,,schmelz; musical; soviet; schmelz describes; unofficial soviet; schmelz provides; musical unofficial; vakia schmelz; soviet musical; heavyweights schmelz,933,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/729618,Review Article,Music & Letters,1948,10.2307/729618,article,book-review,jstor,,1948-07-01,3,29,http://www.jstor.org/stable/729618,K. A.; J. A. Westrup,Oxford University Press,eng,321,322,,allegro feroce; capella classica; bassoon cello; wordsworth william; divertimento; pieces; composers; veress contrives; veress sandor; juan maria,1069,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/4487843,Review Article,Notes,2007,10.2307/4487843,article,book-review,jstor,,2007-03-01,3,63,http://www.jstor.org/stable/4487843,Peter J. Schmelz; Pauline Fairclough,Music Library Association,eng,624,627,,fairclough; fourth symphony; shostakovichs; socialist realism; shostakovichs fourth; soviet; lady macbeth; shostakovichs creative; shostakovichs fourth symphony; musical socialist,1914,4,unigrams; bigrams; trigrams
http://www.jstor.org/stable/949114,Volume Information,The Musical Times,1935,10.2307/949114,article,misc,jstor,,1935-01-01,1103,76,http://www.jstor.org/stable/949114,,Musical Times Publications Ltd.,eng,iii,xv,,festival; recital; song recital; unison song; concert; part song; correspondence; church; obituary; parish church,20212,13,unigrams; bigrams; trigrams
http://www.jstor.org/stable/895682,Other Publications,Notes,1963,10.2307/895682,article,misc,jstor,,1963-10-01,4,20,http://www.jstor.org/stable/895682,Carroll D. Wade; Fred Blum; Barbara Krader,Music Library Association,eng,663,688,,illus bibl; university microfilms; pos film; arbor university; arbor university microfilms; music bibl; budapest corvina; london; auflage; miinchen,13517,26,unigrams; bigrams; trigrams
http://www.jstor.org/stable/44475362,"Music and Soviet Power, 1917-1932",The Slavic and East European Journal,2014,10.2307/44475362,article,book-review,jstor,,2014-10-01,3,58,http://www.jstor.org/stable/44475362,Theodora Kelly Trimble; Marina Frolova-Walker; Jonathan Walker,American Association of Teachers of Slavic and East European Languages,eng,552,553,,soviet; music culture; early soviet; music community; soviet music; events; music landscape; documents; political; early soviet music,867,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/43542436,The Music Education System In The USSR,American Music Teacher,1991,10.2307/43542436,article,research-article,jstor,,1991-08-01,1,41,http://www.jstor.org/stable/43542436,Maya Pritzker,Music Teachers National Association,eng,18,64,,conservatories; music schools; soviet; music education; teachers; soviet union; musical; childrens music; music teacher; music colleges,4896,7,unigrams; bigrams; trigrams
http://www.jstor.org/stable/3394888,Back Matter,Music Educators Journal,1975,10.2307/3394888,article,misc,jstor,,1975-10-01,2,62,http://www.jstor.org/stable/3394888,,"Sage Publications, Inc.",eng,73,110,,mej oct; symphony orchestra; auditions; john coates; composition; company; publishing company; school; choral; string,7474,18,unigrams; bigrams; trigrams
http://www.jstor.org/stable/41699532,Before the Revolution: A 1909 Recording Expedition in the Caucasus and Central Asia by the Gramophone Company,The World of Music,2003,10.2307/41699532,article,book-review,jstor,,2003-01-01,3,45,http://www.jstor.org/stable/41699532,Mark Slobin,Florian Noetzel GmbH Verlag,eng,143,145,,soviet; central asia; asian music; pat conte; drinking horns; recordings; bolshevist russia; gramophones; horns and gramophones; tatars,1134,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/966301,The Long-Distance Organist,The Musical Times,1991,10.2307/966301,article,research-article,jstor,,1991-07-01,1781,132,http://www.jstor.org/stable/966301,Malcolm Rudland; Alexander Fiseisky,Musical Times Publications Ltd.,eng,365,368,,organists; moscow; leonid roisman; organ music; rieger kloss; soviet; baroque music; organs; soviet organ; wilhelm sauer,1968,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/934099,London Concerts,The Musical Times,1951,10.2307/934099,article,research-article,jstor,,1951-12-01,1306,92,http://www.jstor.org/stable/934099,,Musical Times Publications Ltd.,eng,562,563,,festival hall; quintet; concerto; sonata; liszts; wigmore hall; chigi quintet; pianist; quartet; composer,2504,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/727601,Review Article,Music & Letters,1946,10.2307/727601,article,book-review,jstor,,1946-10-01,4,27,http://www.jstor.org/stable/727601,E. L.; Wilfrid Mellers,Oxford University Press,eng,271,271,,boosey hawkes; viola solo; miaskovsky nikolai; hawkes london; movement; mellers wilfrid; boosey hawkes london; sonata; soviet music; sonata introversion,862,1,unigrams; bigrams; trigrams
http://www.jstor.org/stable/939283,Music Publishers' Catalogues,Notes,1982,10.2307/939283,article,misc,jstor,,1982-09-01,1,39,http://www.jstor.org/stable/939283,George R. Hill,Music Library Association,eng,131,139,,foldout; catalogue; katalog; barenreiter katalog; theodore presser; preisliste; zum barenreiter; music publications; publishers catalogues; music publishers,3995,9,unigrams; bigrams; trigrams
http://www.jstor.org/stable/130594,Review Article,The Russian Review,1988,10.2307/130594,article,book-review,jstor,,1988-07-01,3,47,http://www.jstor.org/stable/130594,Caryl Emerson; Harlow Robinson,Wiley,eng,323,324,,prokofiev; robinson; soviet; biography; musical; composer; tsvetaeva prokofiev; stalinist period; russian; sergei prokofiev,1167,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/729602,Review Article,Music & Letters,1948,10.2307/729602,article,book-review,jstor,,1948-07-01,3,29,http://www.jstor.org/stable/729602,K. A.; Purcell; Bartók,Oxford University Press,eng,317,317,,purcell; reizenstein; prokofiev sergey; franz cantilene; sonata; harpsichord preludes; cello grovelling; bela bartok; treble; unadorned triads,567,1,unigrams; bigrams; trigrams
http://www.jstor.org/stable/25651072,Ratmansky and Shostakovich,The Threepenny Review,2009,10.2307/25651072,article,book-review,jstor,,2009-10-01,119,,http://www.jstor.org/stable/25651072,Wendy Lesser; Alexei Ratmansky; Dmitri Shostakovich; Alexei Ratmansky; Dmitri Shostakovich,Threepenny Review,eng,23,24,,shostakovich; dmitri shostakovich; concerto dsch; ballet; bolshoi ballet; dancers; soviet; alexei ratmansky; alexei; choreographed,2286,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/939304,Music Received,Notes,1982,10.2307/939304,article,misc,jstor,,1982-09-01,1,39,http://www.jstor.org/stable/939304,Ruth Watanabe; Norma Jean Lamb,Music Library Association,eng,225,238,,pour flute; presser; musica rara; piano leduc; novello; price cited; kjos west; berben; clarinet; shawnee,7867,14,unigrams; bigrams; trigrams
http://www.jstor.org/stable/30163018,Review Article,Music & Letters,2008,10.2307/30163018,article,book-review,jstor,,2008-08-01,3,89,http://www.jstor.org/stable/30163018,David Fanning; Ernst Kuhn,Oxford University Press,eng,452,453,,prokofiev; sovetskaya muzika; shostakovich; soviet; ernst kuhn; zhdanovs crackdown; slavica musicologica; zhdanovs notorious; soviet music; prokofiev conductors,750,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/4214084,Front Matter,The Slavonic and East European Review,2005,10.2307/4214084,article,misc,jstor,,2005-04-01,2,83,http://www.jstor.org/stable/4214084,,Modern Humanities Research Association,eng,,,,administracyjnej praktyki; katastrophen goedicke; praktyki dobr; emigrazione russa; russian; shapiro gavriel; nello specchio; sergej; stephane orbis; engelstein laura,494,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/843189,Review Article,Journal of Music Theory,1960,10.2307/843189,article,book-review,jstor,,1960-11-01,2,4,http://www.jstor.org/stable/843189,V1. Protopopov; Miloš Velimirović; Igor Vladimirovich Sposobin,Duke University Press,eng,249,253,,musical; elementary theory; musico theoretical; tonal structures; russian; moscow; realistic music; moscow conservatory; soviet; harmony,1978,5,unigrams; bigrams; trigrams
http://www.jstor.org/stable/944051,Front Matter,Tempo,1949,10.2307/944051,article,misc,jstor,,1949-04-01,11,,http://www.jstor.org/stable/944051,,Cambridge University Press,eng,,,,timp perc; perc piano; timp perc piano; full score; harp strings; score hps; hire miniature; cinderella; perc harp; gavotte,439,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/26417293,"Listening to War: Sound, Music, Trauma, and Survival in Wartime Iraq",Journal of the American Musicological Society,2017,10.2307/26417293,article,book-review,jstor,,2017-04-01,1,70,http://www.jstor.org/stable/26417293,BRUCE JOHNSON; J. Martin Daughtry,University of California Press,eng,271,275,,daughtry; sonic phenomenology; helmi järviluoma; frolova walker; violence; soundscape; stalin prize; socialist realism; armed conflict; acoustic,2439,5,unigrams; bigrams; trigrams
http://www.jstor.org/stable/44015317,CHAMBER WORKS BY VAĬNBERG,Notes,2016,10.2307/44015317,article,book-review,jstor,,2016-03-01,3,72,http://www.jstor.org/stable/44015317,Daniel Elphick; Mieczysław Weinberg; Mieczysław Weinberg; Mieczysław Weinberg; Mieczysław Weinberg; Mikhail Lermontov; Mieczysław Weinberg; Mieczysław Weinberg,Music Library Association,eng,619,623,,mieczysław weinberg; quartet; hamburg sikorski; shostakovich; string quartet; preludes; fourteenth quartet; sonata; fifteenth quartet; violoncello ismn,2945,5,unigrams; bigrams; trigrams
